WrdEngID	WrdEng	pRoman
17115	jubilate	ˌjuːbəˈlɑˌteɪ;জুবিলেট
17116	trespass	ˈtrespəs;ট্ৰেচপাচ
17117	torn-out	torn-out;টৰ্ণ-আউট
17118	aforesaid	aforesaid;এফ’ৰচেইড
17119	above-mentioned	above-mentioned;এবভ-মেনচ’ন্ড
17120	denseflower-knotweed	denseflower-knotweed;ডেন্সফ্লাৱাৰ-ন’টেড
17121	Polygonum glabrum	pəˈlɪgənəm glabrum;পলিগনাম গ্লাবৰুম
17122	Indian licorice	ˈɪndiːən ˈlɪkrɪʃ;ইণ্ডিয়ান লিক’ৰাইচ
17123	Jequirity	Jequirity;জেকুইৰিটি
17124	Crab’s eye	[Crab’s] ˈaɪ;ক্ৰেবচ্‌ আই
17125	Rosary pea	ˈroʊzəriː ˈpiː;ৰ’জাৰি পি
17126	John Crow Bead	ˈdʒɑn ˈkroʊ ˈbiːd;জন ক্ৰ’ বিড
17127	Precatory bean	ˈprekəˌtɔriː ˈbiːn;প্ৰেকটৰি বিন
17128	Abrus precatorious	Abrus precatorious;এব্ৰুচ প্ৰিকাট’ৰিয়াচ
17129	maleficence	məˈlefəsəns;মালেফিকেন্স
17130	time-barred	time-barred;টাইম-বাৰড
17131	sandy road	ˈsændiː ˈroʊd;চেণ্ডি ৰ’ড
17132	this year	ˈðɪs ˈjɪr;ডিচ ইয়েৰ
17133	highland	ˈhaɪlənd;হাইলেণ্ড
17134	exactly	ɪgˈzækliː;এক্সেকলি
17135	precisely	precisely;প্ৰিচাইজলি
17136	accurately	ˈækjərətliː;একুৰেটলি
17137	collegial	kəˈliːdʒ(iː)əl;কলেজিয়েল
17138	sexology	sekˈsɑlədʒiː;চেক্স’লজি
17139	astronomer	əˈstrɑnəmər;এষ্ট্ৰানমাৰ
17140	acquiring	əˈkwaɪrɪŋ;একুয়াৰিং
17141	hard palate	ˈhɑrd ˈpælət;হাৰ্ড পেলেট
17142	tearing	ˈterɪŋ;টিয়াৰিং
17143	interdict	ˈɪntərˌdɪkt;ইণ্টাৰডিক্ট
17144	don`t have	don`t ˈhæv;ড’ন`ট হেভ
17145	not worshipable	ˈnɑt worshipable;নট ৱ’ৰচিপেবল
17146	alright	ɔlˈraɪt;অলৰাইট
17147	very well	ˈveriː ˈwel;ভেৰি ৱেল
17148	laughing stock	ˈlæfɪŋ ˈstɑk;লাফিং ষ্টক
17149	nectar-like	nectar-like;নেকটাৰ-লাইক
17150	Sesbania aculeata	Sesbania aculeata;চেচবানিয়া একুলোটা
17151	Sesbania bispinosa	Sesbania bispinosa;চেচবানিয়া বিচপিন’চা
17152	prickly sesban	ˈprɪkliː sesban;প্ৰিকলি চেচবান
17153	spiny sesbania	ˈspaɪniː sesbania;স্পাইনি চেচবানিয়া
17154	afflicted	əˈflɪktɪd;এফলিকটেড
17155	submit	səbˈmɪt;চাবমিট
17156	informally	informally;ইনফ’ৰমেলি
17157	terminological	terminological;টাৰমিন’ল’জিকেল
17158	vulgarity	ˌvəlˈgærətiː;ভালগাৰিটি
17159	unextinguishable	unextinguishable;আনএক্সটিনগুইচেবল
17160	paradisaic	paradisaic;পেৰাডিচাইক
17161	paradisaical	ˌperəˌdaɪˈseɪəkəl;পেৰডিচাইকেল
17162	consciously	consciously;কনচিয়াচলি
17163	persisting	pərˈsɪstɪŋ;পাৰচিষ্টিং
17164	demoniac	dɪˈmoʊniːˌæk;ডিম’নিয়াক
17165	frantic	ˈfræntɪk;ফ্ৰেণ্টিক
17166	frenzid	frenzid;ফ্ৰেনজিড
17167	formally	formally;ফ’ৰমেলি
17168	puddle	ˈpədəl;পাডল
17169	mill about	ˈmɪl əˈbæʊt;মিল অবাউট
17170	unvendible	unvendible;আনভেণ্ডিবল
17171	unmarketable	unmarketable;আনমাৰকেটেবল
17172	non-inquirable	non-inquirable;ন’ন-ইনকুৰেবল
17173	uninquisitive	uninquisitive;আনইনকুইচিটিভ
17174	incurious	ɪnˈkjʊriːəs;ইনকুৰিয়াচ
17175	uninquiring	uninquiring;আনইনকুয়িৰিং
17176	back-biting	ˈbækˈbaɪtɪŋ;বেকবাইটিং
17177	vicinity	vəˈsɪnətiː;ভিচিনিটি
17178	stepbrother	ˈstepˌbrəðər;ষ্টেপব্ৰাডাৰ
17179	liberation	ˌlɪbəˈreɪʃən;লিবাৰেচন
17180	savant	sæˈvɑnt;চেভাণ্ট
17181	tearer	tearer;টোৰেৰ
17182	scholastic	skəˈlæstɪk;স্কলাষ্টিক
17183	snowcapped	snowcapped;স্ন’কেপড
17184	snowflake	snowflake;স্ন’ফ্লেক
17185	attainment	əˈteɪnmənt;এটেইনমণ্টে
17186	non-commercial	ˌnɑnkəˈmərʃəl;ননকমাৰ্চিয়েল
17187	anthropological	anthropological;এন্থ্ৰপ’লজিকেল
17188	folk instruments	ˈfoʊk ˈɪnstrəmənts;ফ’ক ইনষ্ট্ৰুমেণ্টচ
17189	mending	ˈmendɪŋ;মেণ্ডিং
17190	arousing	əˈræʊzɪŋ;এৰাউজিং
17191	paper bag	ˈpeɪpər ˈbæg;পেপাৰ বেগ
17192	thought-provoking	thought-provoking;থ’ট-প্ৰ’ভ’কিং
17193	unpossessed	unpossessed;আনপ’জেচড
17194	rhymed	ˈraɪmd;ৰাইমড
17195	imputation	ˌɪmpjəˈteɪʃən;ইমপুটেচন
17196	additional work	additional ˈwərk;এডিচনেল ৱৰ্ক
17197	Nokul	Nokul;নকুল
17198	new thatch	ˈnuː ˈθætʃ;নিউ থেচ
17199	embroidery	ɪmˈbrɔɪdriː;ইমব্ৰডাৰি
17200	strain	ˈstreɪn;ষ্ট্ৰেইন
17201	buffalo fight	ˈbəfəˌloʊ ˈfaɪt;বাফেল’ ফাইট
17202	playing	ˈpleɪɪŋ;প্লেয়িং
17203	Noikeshi	Noikeshi;নৈকেশী
17204	self-abasement	self-abasement;চেলফ-এবেচমেণ্ট
17205	self-mortification	self-mortification;চেলফ-ম’ৰটিফিকেচ’ন
17206	self-contained	self-contained;চেলফ-কনটেইনড
17207	age of vice	ˈeɪdʒ əv ˈvaɪs;এইজ অৱ ভাইচ
17208	evil age	ˈiːvəl ˈeɪdʒ;ইভিল এইজ
17209	Hadis	Hadis;হাডিচ
17210	rule in force	ˈruːl ˈɪn ˈfɔrs;ৰুল ইন ফৰ্চ
17211	imputed	ɪmˈpjuːtɪd;ইমপিউটেড
17212	take asylum	ˈteɪk əˈsaɪləm;টেক এচাইলাম
17213	corridor	ˈkɔrədər;কৰিডৰ
17214	draftsman	ˈdræfsmən;ড্ৰাফচমেন
17215	normal school	ˈnɔrməl ˈskuːl;নৰ্মেল স্কুল
17216	excursion	ɪkˈskərʒən;এক্সকাৰচন
17217	chore	ˈtʃɔr;চৰে
17218	lose hopes	ˈluːz ˈhoʊps;লুজ হ’পচ
17219	powdery	ˈpæʊdəriː;পাউডাৰি
17220	rinse mouth	ˈrɪns ˈmæʊθ;ৰিনচ মাউথ
17221	Kaempferia rotunda	Kaempferia roʊˈtəndə;কম্পফেৰিয়া ৰ’টুণ্ডা
17222	Indian crocus	ˈɪndiːən ˈkroʊkəs;ইণ্ডিয়ান ক্ৰ’কাচ
17223	Peacock ginger	ˈpiːˌkɑk ˈdʒɪndʒər;পিকক জিঞ্জাৰ
17224	Round-rooted galangale	[Round-rooted] [galangale];[ৰাউণ্ড-ৰুটেড] [গালানগা
17225	seeing	seeing;চিয়িং
17226	looking	ˈlʊkɪŋ;লুকিং
17227	quicksilvering	quicksilvering;কুইকচিলভাৰিং
17228	lunar month	ˈluːnər ˈmənθ;লুনাৰ মান্থ
17229	gastropoda	gastropoda;গেষ্ট্ৰ’প’ডা
17230	rotor	ˈroʊtər;ৰ’টৰ
17231	magma	ˈmægmə;মেগমা
17232	rain gauge	ˈreɪn ˈgeɪdʒ;ৰেইন গ’জ
17233	geodetic	ˌdʒiːəˈdetɪk;জিঅডেটিক
17234	ecological balance	ˌiːkəˈlɑdʒɪkəl ˈbæləns;ইকলজিকেল বেলেন্স
17235	atomicity	atomicity;এট’মিচিটি
17236	fluorescence	fluorescence;ফ্লৰেচেন্স
17237	generator	ˈdʒenəˌreɪtər;জেনেৰেটৰ
17238	task	ˈtæsk;টাস্ক
17239	uncleaned	uncleaned;আনক্লিনড
17240	meditatable	meditatable;মেডিটেটেবল
17241	buddhist monk	ˈbuːdɪst ˈməŋk;বুধিষ্ট মংক
17242	seriously	seriously;চিৰিয়াচলি
17243	quick lime	ˈkwɪk ˈlaɪm;কুইক লাইম
17244	calcium oxide	ˈkælsiːəm ˈɑkˌsaɪd;কেলচিয়াম অক্সাইড
17245	CaO	CaO;CaO
17246	burnt lime	ˈbərnt ˈlaɪm;বাৰ্ণট লাইম
17247	carrom men	carrom men;কেৰ’ম মেন
17248	nonagon	ˈnoʊnəˌgɑn;ন’নাগান
17249	celestial sphere	səˈlestʃəl ˈsfɪr;চেলেষ্টিয়েল স্পিয়েৰ
17250	fly-leaf	fly-leaf;ফ্লাই-লিফ
17251	extinguishable	extinguishable;এক্সটিনগুইচেবল
17252	black brick	ˈblæk ˈbrɪk;ব্লেক ব্ৰিক
17253	unelected	unelected;আনইলেকটেড
17254	octopus	ˈɑktəpəs;অক্টোপাচ
17255	sodium	ˈsoʊdiːəm;চ’ডিয়াম
17256	Na	Na;Na
17257	chloride	ˈklɔrˌaɪd;ক্লৰাইড
17258	folk belief	ˈfoʊk bəˈliːf;ফ’ক বিলিফ
17259	sub-judice	sub-judice;চাব-জুডিচ
17260	reliability	rɪˌlaɪəˈbɪlətiː;ৰিলাইয়েবিলিটি
17261	demodulation	diːˌmɑdʒəˈleɪʃən;ডেমডুলেচন
17262	amplification	ˌæmpləfəˈkeɪʃən;এমপ্লিফিকেচন
17263	arithmetic mean	əˈrɪθməˌtɪk ˈmiːn;এৰিথমেটিক মিন
17264	discussant	dɪˈskəsənt;ডিচকাচেণ্ট
17265	inch	ˈɪntʃ;ইঞ্চ
17266	Kalidas	Kalidas;কালিদাস
17267	precondition	precondition;প্ৰিকণ্ডিচন
17268	febrifugal	febrifugal;ফেবৰিফুগাল
17269	Shatrughna	Shatrughna;শত্ৰুঘ্ন
17270	Sumitra	Sumitra;সুমিত্ৰা
17271	Kaikeyi	Kaikeyi;কৈকেয়ী
17272	non-rhyme	non-rhyme;ন’ন-ৰাইম
17273	Cocculus indicus	Cocculus indicus;ককুলুচ ইণ্ডিকাচ
17274	Indian cockle	ˈɪndiːən ˈkɑkəl;ইণ্ডিয়ান ককল
17275	India berry	ˈɪndiːə ˈberiː;ইণ্ডিয়া বেৰি
17276	fishberry	fishberry;ফিছবেৰি
17277	Levant nut	ləˈvænt ˈnət;লেভাণ্ট নাট
17278	raising up	ˈreɪzɪŋ ˈəp;ৰাইজিং আপ
17279	lifting up	ˈlɪftɪŋ ˈəp;লিফ্টিং আপ
17280	vomitus	ˈvɑmətəs;ভমিটাচ
17281	Bibhishan	Bibhishan;বিভীষণ
17282	Mandodari	Mandodari;মন্দোদৰী
17283	undertrial	undertrial;আণ্ডাৰট্ৰায়েল
17284	on parole	ˈɔn pəˈroʊl;অন পেৰ’ল
17285	on court	ˈɔn ˈkɔrt;অন কৰ্ট
17286	Chowdhuri	Chowdhuri;চৌধুৰী
17287	Choudhury	Choudhury;চৌধুৰী
17288	counter attack	ˈkæʊntər əˈtæk;কাউণ্টাৰ এটেক
17289	Piper chaba	ˈpaɪpər chaba;পিপাৰ চাবা
17290	ramiferous	ramiferous;ৰামিফেৰাচ
17291	chewing tobacco	ˈtʃuːɪŋ təˈbækoʊ;চুয়িং টবেক’
17292	vowed	ˈvæʊd;ভউড
17293	royal order	ˈrɔɪl ˈɔrdər;ৰয়েল অৰ্ডাৰ
17294	silvering	ˈsɪlvərɪŋ;চিলভাৰিং
17295	shooting	ˈʃuːtɪŋ;ছুটিং
17296	unchange	unchange;আনচেঞ্জ
17297	monorchid	mɑˈnɔrkəd;মনৰকিড
17298	Natmallar	Natmallar;নাটমালাৰ
17299	settled	ˈsetəld;চেটেলড
17300	Lopamudra	Lopamudra;লোপমুদ্ৰা
17301	reigns	ˈreɪnz;ৰেইনজ
17302	Viswakarma	[Viswakarma];বিশ্বকৰ্মা
17303	theist	theist;থিইষ্ট
17304	emergent	ɪˈmərdʒənt;ইমাৰ্জেণ্ট
17305	glabrous	ˈgleɪbrəs;গ্লেব্ৰাচ
17306	aerology	aerology;এইৰ’ল’জি
17307	collimator	ˈkɑləˌmeɪtər;কলিমেটৰ
17308	optical fiber	ˈɑptɪkəl ˈfaɪbər;অপটিকেল ফাইবাৰ
17309	optical fibre	ˈɑptɪkəl fibre;অপটিকেল ফাইবাৰ
17310	dutta	[dutta];দত্ত
17311	oxide	ˈɑkˌsaɪd;অক্সাইড
17312	two dimensional	ˈtuː dimensional;টু ডাইমেনচনেল
17313	three dimensional	ˈθriː dimensional;থ্ৰি ডাইমেনচনেল
17314	YouTube	YouTube;ইউটিউব
17315	urination	ˌjərəˈneɪʃən;ইউৰিনেচন
17316	micturition	ˌmɪktʃəˈrɪʃən;মিকটুৰিচন
17317	official language	əˈfɪʃəl ˈlæŋgwɪdʒ;অফিচিয়েল লেংগুৱেজ
17318	misadvice	misadvice;মিচএডভাইচ
17319	flexed	ˈflekst;ফ্লেক্সড
17320	flexion	ˈflekʃən;ফ্লেক্সিয়ন
17321	Ashok Astami	[Ashok] [Astami];অচোক অষ্টমি
17322	as result	əz rɪˈzəlt;এজ ৰিজাল্ট
17323	pre-vedic	pre-vedic;প্ৰি-বেদিক
17324	councilor	councilor;কাউঞ্চিলৰ
17325	intercaste	[intercaste];ইন্টাৰকাষ্ট্
17326	Shloka	[Shloka];শ্লোকা
17327	tectonics	tekˈtɑnɪks;টেকট’নিক্স
17328	Sunni	ˈsʊ(n)niː;চুন্নি
17329	Shia	ˈʃiːɑ;চিয়া
17330	piercing pain	ˈpɪrsɪŋ ˈpeɪn;পিৰচিং পেইন
17331	discovered	dɪsˈkəvərd;ডিচকভাৰড
17332	Issac Newton	[Issac] ˈnuːtən;আইজাক নিউটন
17333	Newton	ˈnuːtən;নিউটন
17334	green power	ˈgriːn ˈpæʊr;গ্ৰীন পাৱাৰ
17335	under	ˈəndər;আণ্ডাৰ
17336	Portuguese	ˈpɔrtʃəˌgiːz;পৰ্টুগিজ
17337	Vetiveria zizanioides	[Vetiveria] [zizanioides];[ভেটিভেৰিয়া] [জিজানিয়ডিচ
17338	fisted	ˈfɪstɪd;ফিষ্টেড
17339	pointing finger	ˈpɔɪntɪŋ ˈfɪŋgər;পইণ্টিং ফিংগাৰ
17340	cross-legged sitting	ˈkrɔsˌlegəd ˈsɪtɪŋ;ক্ৰচ-লেগড চিটিং
17341	sewing machine	ˈsoʊɪŋ məˈʃiːn;চুইয়িং মেচিন
17342	ever-flowing	ever-flowing;অভাৰ-ফ্ল’য়িং
17343	mathematical	ˌmæθˈmætɪkəl;মেথেমেটিকেল
17344	shallow tubewell	ˈʃæloʊ tubewell;চেল’ টিউবৱেল
17345	shallow well	ˈʃæloʊ ˈwel;চেল’ ৱেল
17346	Cynic	ˈsɪnɪk;চিনিক
17347	mud covered	ˈməd ˈkəvərd;মাড কভাৰ্ড
17348	in the mean time	ˈɪn ðə ˈmiːn ˈtaɪm;ইন ডা মিন টাইম
17349	consentaneously	consentaneously;কনচেণ্টানিয়াচলি
17350	mammary gland	ˈmæməriː ˈglænd;মেমেৰি গ্লেণ্ড
17351	Boikunthanath Bhattacharyya	[Boikunthanath] [Bhattacharyya];[বৈকুন্ঠনাথ] [ভট্ট
17352	unidirectional	ˌjuːnɪdəˈrekʃnəl;ইউনিডিৰেকচনেল
17353	exhaled air	eksˈheɪld ˈer;এক্সহেলড এয়াৰ
17354	noisily	ˈnɔɪzəliː;নইজলি
17355	suffocating	ˈsəfəˌkeɪtɪŋ;চাফ’কেটিং
17356	suffocated	ˈsəfəˌkeɪtɪd;চাফকেটেড
17357	branched	ˈbræntʃt;ব্ৰাঞ্চড
17358	gallows	ˈgæloʊz;গেল’জ
17359	gibbet	ˈdʒɪbət;জিবট
17360	undisputedly	undisputedly;আনডিচপুটেডলি
17361	rudely	rudely;ৰুডলি
17362	fluid	ˈfluːəd;ফ্লুইড
17363	unlawfully	unlawfully;আনলফুলি
17364	hind leg	ˈhaɪnd ˈleg;হাইণ্ড লেগ
17365	foreleg	ˈfɔrˌleg;ফৰলেগ
17366	advisory	ədˈvaɪzriː;এডভাইজৰি
17367	extremity	ɪkˈstremətiː;এক্সষ্ট্ৰিমিটি
17368	oneself	wənˈself;ৱানচেলফ
17369	rubbed	ˈrəbd;ৰাবড
17370	Tamarix indica	Tamarix indica;টেমাৰিক্স ইণ্ডিকা
17371	regulatory	regulatory;ৰেগুলেট’ৰী
17372	close up	ˈkloʊz ˈəp;ক্ল’জ আপ
17373	overturn	ˌoʊvərˈtərn;অভাৰটাৰ্ণ
17374	on an average	ˈɔn ən ˈævrɪdʒ;অন অন এভাৰেজ
17375	uh	uh;আহ
17376	unextinct	unextinct;আনএক্সটিংট
17377	non-extinct	non-extinct;ন’ন-এক্সটিংট
17378	United States	jʊˈnaɪtɪd ˈsteɪts;ইউনাইটেড ষ্টেটচ
17379	United States of America	jʊˈnaɪtɪd ˈsteɪts əv əˈmerəkə;ইউনাইটেড ষ্টেটচ অৱ আ
17380	well-planned	well-planned;ৱেল-প্লেনড
17381	contextually	contextually;কনটেক্সচুয়েলি
17382	uncontextually	uncontextually;আনকনটেক্সচুয়েলি
17383	non-contextual	ˌnɑnkɑnˈtekstʃəwəl;ননকনটেক্সচুৱেল
17384	dresser	ˈdresər;ড্ৰেচাৰ
17385	catch red-handed	ˈkætʃ ˈredˈhændəd;কেটচ ৰেড-হেণ্ডেড
17386	Khandob	Khandob;খাণ্ডৱ
17387	M.D.	[M.D];এম.ডি
17388	doctor of medicine	ˈdɑktər əv ˈmedəsən;ডক্টৰ অৱ মেডিচিন
17389	godhead	godhead;গ’ডহেড
17390	one-handed	one-handed;ৱান-হেণ্ডেড
17391	M.Com.	[M.Com].;এম. ক’ম
17392	master of commerce	ˈmæstər əv ˈkɑmərs;মাষ্টাৰ অৱ কমাৰ্চ
17393	hand bowl	ˈhænd ˈboʊl;হেণ্ড বাউল
17394	M.Sc.	[M.Sc].;এম.এচ.চি
17395	master of science	ˈmæstər əv ˈsaɪəns;মাষ্টাৰ অৱ চাইন্স
17396	unrelated	unrelated;আনৰিলেটেড
17397	public life	ˈpəblɪk ˈlaɪf;পাবলিক লাইফ
17398	worn	ˈwɔrn;ৱৰ্ণ
17399	wearable	ˈwerəbəl;ৱেৰৱেবল
17400	agricultural	ˌægrɪˈkəltʃrəl;এগ্ৰিকালচাৰেল
17401	evasion	ɪˈveɪʒən;ইভেচন
17402	forgotten	fərˈgɑtən;ফৰগটেন
17403	unforgotten	unforgotten;আনফ’ৰগ’টেন
17404	time zone	ˈtaɪm ˈzoʊn;টাইম জ’ন
17405	concertedly	concertedly;কনচাৰটেডলি
17406	stubbornness	stubbornness;ষ্টাবৰ্ণনেচ
17407	obstinance	obstinance;অবষ্টিনেন্স
17408	mulishness	ˈmjuːlɪʃnəs;মুলিচনেচ
17409	bullheadedness	ˈbʊl ˈhedədnəs;বুল হেডেডনেচ
17410	pigheadedness	pigheadedness;পিগহেডেডনেচ
17411	punctuality	ˌpəŋktʃəˈwælətiː;পাংচুৱেলিটি
17412	Bastard myrobalan	ˈbæstərd myrobalan;বাষ্টাৰ্ড মাইৰ’বালান
17413	Terminalia bellirica (Gaertn.)	[Terminalia] [bellirica] ([Gaertn].);[টাৰ্মিনালিয়া
17414	Botanical name	bəˈtænɪkəl ˈneɪm;বটানিকেল নেম
17415	Scientific name	ˌsaɪənˈtɪfɪk ˈneɪm;চাইনটিফিক নেম
17416	neem tree	ˈniːm ˈtriː;নিম ট্ৰি
17417	Cuscus grass (Africa)	[Cuscus] ˈgræs (ˈæfrɪkə);[কুচকুচ] গ্ৰাচ (আফ্ৰিক)
17418	Vetiver	ˈvetəvər;ভাটিভাৰ
17419	Khus-khus grass (Africa)	[Khus-khus] ˈgræs (ˈæfrɪkə);[খুচ-খুচ] গ্ৰাচ (আফ্ৰি
17420	Indian couch-grass	ˈɪndiːən couch-grass;ইণ্ডিয়ান কটচ-গ্ৰাচ
17421	Vetiver grass (Aust.)	ˈvetəvər ˈgræs ([Aust].);ভেটিভাৰ গ্ৰাচ ([অষ্ট].)
17422	Vetiveria zizanioides (L.) Nas	[Vetiveria] [zizanioides] (ˈel.) [Nas];[ভেটিভেৰিয়া
17423	Chrysopogon zizanioides (L.) R	[Chrysopogon] [zizanioides] (ˈel.) [R];[ক্ৰিচপগন] 
17424	unambiguous	ˌənæmˈbɪgjəwəs;আনএমবিগুৱাচ
17425	unequivocal	ˌənɪˈkwɪvəkəl; আনইকুইভকেল
17426	unambiguously	unambiguously; আনএমবিগুৱাচলি
17427	unequivocally	unequivocally; আনইকুইভকেলি
17428	discriminatory	dɪsˈkrɪmənəˌtɔriː;ডিচক্ৰিমিনেটৰি
17429	discriminative	dɪsˈkrɪməˌneɪtɪv;ডিচক্ৰিমিনেটিভ
17430	readable	ˈriːdəbəl;ৰিডেবল
17431	to you	tə ˈjuː;টু ইউ
17432	tinged	ˈtɪndʒd;টিনজড
17433	Cambridge	ˈkeɪmbrɪdʒ;কেমব্ৰিজ
17434	blindness	ˈblaɪnnəs;ব্লাইণ্ডনেচ
17435	sightlessness	ˈsaɪtləsnəs;চাইটলেচনেচ
17436	punitory	punitory;পুনিট’ৰি
17437	vindictive	vɪnˈdɪktɪv;ভিনডিকটিভ
17438	revengeful	rɪˈvendʒfəl;ৰিভেঞ্জফুল
17439	vengeful	ˈvendʒfəl;ভেংফুল
17440	purposefully	ˈpərpəsləsli:;পাৰপাচফুলি
17441	purposeful	ˈpərpəsfəl;পাৰপচফুল
17442	charter	ˈtʃɑrtər;চাৰ্টাৰ
17443	vortex	ˈvɔrˌteks;ভৰটেক্স
17444	corona	kəˈroʊnə;কৰ’না
17445	Allium sativum	ˈæliːəm sativum;এলিউম চাটিভুম
17446	treason	ˈtriːzən;ট্ৰিজন
17447	on principle	ˈɔn ˈprɪnspəl;অন প্ৰিন্সিপল
17448	idealist	idealist; আইডিয়েলিষ্ট
17449	pronounced	prəˈnæʊnst;প্ৰনাউনষ্ট
17450	reverberative	rɪˈvərbəˌreɪtɪv;ৰিভাৰবাৰেটিভ
17451	reverberant	rɪˈvərbrənt;ৰিভাৰবাৰেণ্ট
17452	unritualistic	unritualistic; আনৰিটুয়েলিষ্টিক
17453	marginalise	marginalise;মাৰজিনেলাইজ
17454	pestilence	ˈpestələns;পেষ্টিলেন্স
17455	licentiate	laɪˈsenʃiːət;লাইচেনচিয়েট
17456	bend down	ˈbend ˈdæʊn;বেণ্ড ডাউন
17457	unimportant	unimportant; আনইমপ’ৰটেণ্ট
17458	Indian long pepper	ˈɪndiːən ˈlɔŋ ˈpepər;ইণ্ডিয়ান লং পিপাৰ
17459	Jaborandi pepper	ˌʒæbəˌrænˈdiː ˈpepər;জাবৰানডি পিপাৰ
17460	Piper longum L.	ˈpaɪpər [longum] ˈel.;পিপাৰ [লংগাম] এল.
17461	libertarian	ˌlɪbərˈteriːən;লিবাৰটাৰিয়ান
17462	travail	trəˈveɪl;ট্ৰভেইল
17463	curative	ˈkjʊrətɪv;কিউৰেটিভ
17464	remedial	rɪˈmiːdiːəl;ৰিমেডিয়েল
17465	Azadirachta indica A. Juss.	[Azadirachta] [indica] ə [Juss].;[এজাডিৰাচটা] [ইণ্
17466	Melia azadirachta L.	[Melia] [azadirachta] ˈel.;মেলিয়া এজাডিৰাচটা এল
17467	Melia indica (A. Juss.) Brandi	[Melia] [indica] ə [Juss].) [Brandi];[মেলিয়া] [ইণ্
17468	Surinam spinach	[Surinam] ˈspɪnɪtʃ;চুৰিনাম স্পিনাচ্
17469	Vine spinach	ˈvaɪn ˈspɪnɪtʃ;ভাইন স্পিনাচ
17470	Ceylon spinach	sɪˈlɑn ˈspɪnɪtʃ;চিলন স্পিনাচ
17471	Indian spinach	ˈɪndiːən ˈspɪnɪtʃ;ইণ্ডিয়ান স্পিনাচ
17472	Basella alba L.	[Basella] [alba] ˈel.;[বাচেলা] [এলবা] এল.
17473	Red-stemmed vine spinach	[Red-stemmed] ˈvaɪn ˈspɪnɪtʃ;[ৰেড-ষ্টিমড] ভাইন স্প
17474	Red-stemmed Malabar spinach	[Red-stemmed] [Malabar] ˈspɪnɪtʃ;[ৰেড-ষ্টিমড] [মাল
17475	Basella alba L. ’Rubra’ 	[Basella] [alba] ˈel. ’Ru[bra’];[বাচেলা] [এলবা] এল
17476	Green amaranth	ˈgriːn ˈæməˌrænθ;গ্ৰীন অমৰেন্থ
17477	Aromatic turmeric	ˌærəˈmætɪk ˈtərmərɪk;এৰমেটিক টাৰমেৰিক
17478	Yellow zeodary	ˈjeloʊ zeodary;ইয়েল’ জে’ডাৰি
17479	Curcuma aromatica Salisb.	[Curcuma] [aromatica] [Salisb].;[কুৰ্কুমা] [এৰমাটি
17480	non-cooperation	ˌnɑnkoʊˌɑpəˈreɪʃən;নন-ক’অপাৰেচন
17481	woodland strawberry	ˈwʊdlənd ˈstrɔˌberiː;উডলেণ্ড ষ্ট্ৰবেৰি
17482	subhead	subhead;চাবহেড
17483	subheading	subheading;চাবহেডিং
17484	red vine spinach	ˈred ˈvaɪn ˈspɪnɪtʃ;ৰেড ভাইন স্পিনাচ
17485	Fragaria vesca	Fragaria vesca;ফ্ৰাগাৰিয়া ভেচকা
17486	wild strawberry	ˈwaɪld ˈstrɔˌberiː;ৱাইল্ড ষ্ট্ৰবেৰি
17487	animality	ˌænəˈmælətiː;এনিমেলিটি
17488	Ficus infectoria	ˈfaɪkəs infectoria;ফিকাচ ইনফেকট’ৰিয়া
17489	Wavy-leaved Fig tree	[Wavy-leaved] ˈfɪg ˈtriː;[ৱেভি-লিভড] ফিগ ট্ৰি
17490	corporeal	kɔrˈpɔriːəl;কৰপৰেল
17491	providential	ˌprɑvəˈdenʃəl;প্ৰভিডেনচিয়েল
17492	foul-mouthed	foul-mouthed;ফাউল-মাউথড
17493	heard	ˈhərd;হাৰ্ড
17494	dunghill	ˈdəŋˌhɪl;ডাংহিল
17495	muckheap	muckheap;মুকহিপ
17496	muckhill	muckhill;মুকহিল
17497	sugar-mill	sugar-mill;চুগাৰ-মিল
17498	Giant bamboo	ˈdʒaɪənt bæmˈbuː;জায়েণ্ট বেম্বু
17499	Bambusa balcooa Roxb.	[Bambusa] [balcooa] [Roxb].;[বামবুচা] [বা্লকুৱা] [
17500	Dendrocalamus balcooa (Roxb.) 	[Dendr] [balcooa] ([Roxb].);[ডেনড্ৰুকেলামুচ] [বালক
17501	ill-feeling	ill-feeling;ইল-ফিলিং
17502	imbricately	imbricately;ইমব্ৰিকেটলি
17503	convalescent	convalescent;কনভালচেণ্ট
17504	convalescing	ˌkɑnvəˈlesɪŋ;কানভালচিং
17505	Indian timber bamboo	ˈɪndiːən ˈtɪmbər bæmˈbuː;ইণ্ডিয়ান টিম্বাৰ বেম্বু
17506	Tuld bamboo	[Tuld] bæmˈbuː;টাল্ড বেম্বু
17507	Bambusa tulda Roxb.	Bambusa tulda Roxb.;বামবুচা টুলডা ৰক্স
17508	Dendrocalamus tulda (Roxb.) Vo	[Dendrocalamus] [tulda] ([Roxb].) [Vo];[ডেনড্ৰকেলা
17509	Indian bamboo	ˈɪndiːən bæmˈbuː;ইণ্ডিয়ান বেম্বু
17510	Spiny bamboo	ˈspaɪniː bæmˈbuː;স্পাইনি বেম্বু
17511	Thorny bamboo	ˈθɔrniː bæmˈbuː;থৰ্নি বেম্বু
