Vehicle	0x9af0x9be0x9a8 0x9ac0x9be0x9b90x9a8
Vehicle tank	0x9af0x9be0x9a80x9b80x9cd0x9a5 0x9a20x9cb0x9b2,  0x9af0x9be0x9a80x9a20x9cb0x9b2,  0x9a40x9c70x9b20x9ac0x9be0x9b90x9c0 0x9970x9be0x9dc0x9c0
Veneral disease	0x9af0x9cc0x9a80x9ac0x9cd0x9af0x9be0x9a70x9bf
Verbatim	0x9860x9960x9f00x9c7 0x9860x9960x9f00x9c7,  0x9af0x9a50x9be 0x9890x99a0x9cd0x99a0x9be0x9f00x9bf0x9a4
Tuberculosis	0x9af0x9950x9cd0x9b70x9cd0x9ae0x9be,  0x9950x9cd0x9b70x9df0x9f00x9cb0x997
Textile Control Board	0x9af0x9a80x9cd0x9a40x9cd0x9f0 0x9a80x9bf0x9df0x9a80x9cd0x9a40x9cd0x9f00x9a3 0x9ae0x9a30x9cd0x9a10x9b2
Torture	0x9890x9ce0x9aa0x9c00x9dc0x9a3,  0x9af0x9a80x9cd0x9a40x9cd0x9f00x9a30x9be
Traffic	0x9af0x9be0x9a80x9ac0x9be0x9b90x9a8,  0x9950x9cd0x9f00x9df0x9ac0x9bf0x9950x9cd0x9f00x9df
Traffic Census	0x9af0x9be0x9a80x9ac0x9be0x9b90x9a8 0x9aa0x9bf0x9df0x9b2
Traffic control	0x9af0x9be0x9a80x9ac0x9be0x9b90x9a8 0x9a80x9bf0x9df0x9a80x9cd0x9a40x9cd0x9f00x9a3
Traffic Police	0x9af0x9be0x9a80x9ac0x9be0x9b90x9a8 0x9860x9f00x9950x9cd0x9b70x9c0
Traffic Signal	0x9af0x9be0x9a80x9ac0x9be0x9b90x9a8 0x9a80x9bf0x9f00x9cd0x9a60x9c70x9b6
Technical Defect	0x9af0x9be0x9a80x9cd0x9a40x9cd0x9f00x9bf0x995 0x9a40x9cd0x9f00x9c10x99f0x9bf,  0x9ac0x9bf0x9a70x9bf0x9970x9a4 0x9a40x9cd0x9f00x9c10x99f0x9bf
Supply	0x9af0x9cb0x9970x9be0x9a8
Status Quo Ante	0x9af0x9a50x9be0x9aa0x9c20x9f00x9cd0x9a3,  0x9af0x9a50x9be0x9b80x9cd0x9a50x9bf0x9a40x9bf,  0x9b80x9cd0x9a50x9bf0x9a40x9be0x9f10x9b80x9cd0x9a50x9be
Special Superintendent of Police Communication	0x9ac0x9bf0x9b60x9c70x9b7 0x9860x9f00x9950x9cd0x9b70x9c0 0x9850x9a70x9c00x9950x9cd0x9b70x995,  0x9af0x9cb0x9970x9be0x9af0x9cb0x997
War Service	0x9af0x9c10x9a60x9cd0x9a7 0x9b80x9c70x9f10x9be
Qualification	0x9970x9c10x9a3,  0x9af0x9cb0x9970x9cd0x9af0x9a40x9be,  0x9850x9f00x9cd0x9b90x9a40x9be
Qualified	0x9850x9f00x9cd0x9b90x9a40x9be0x9af0x9c10x9950x9cd0x9a4,  0x9af0x9cb0x9970x9cd0x9af0x9a40x9be0x9b80x9ae0x9cd0x9aa0x9a80x9cd0x9a8
Random Number	0x9af0x9be0x9a60x9c30x99a0x9cd0x99b0x9bf0x995 0x9b80x9820x9960x9cd0x9af0x9be,  0x9b80x9ae0x9b80x9ae0x9cd0x9ad0x9be0x9ac0x9c0 0x9b80x9820x9960x9cd0x9af0x9be
Random Sample (Ranger)	0x9af0x9be0x9a60x9c30x99a0x9cd0x99b0x9bf0x995 0x9aa0x9cd0x9f00x9a40x9bf0x9a60x9f00x9cd0x9b6,  0x9af0x9be0x9a60x9c30x99a0x9cd0x99b0x9bf0x995 0x9a60x9bf0x9b6
Reasonable conduct	0x9af0x9c10x9950x9cd0x9a40x9bf0x9b80x9820x9970x9a4 0x9860x99a0x9f00x9a3
Reasonable opportunity	0x9af0x9c10x9950x9cd0x9a40x9bf0x9b80x9820x9970x9a4 0x9b80x9c10x9ac0x9bf0x9a70x9be,  0x9b80x9ae0x9c10x99a0x9bf0x9a4 0x9b80x9c10x9af0x9cb0x997
Reasons for refusal	0x9af0x9c10x9950x9cd0x9a40x9bf0x9b80x9820x9970x9a4 0x9b80x9c10x9df0x9cb0x997
Reasoning	0x9af0x9c10x9950x9cd0x9a40x9bf,  0x9af0x9c10x9950x9cd0x9a40x9bf 0x9a60x9f00x9cd0x9b60x9a3
Property	0x9940x99a0x9bf0x9a40x9cd0x9af,  0x9af0x9c10x9950x9cd0x9a40x9bf
Provide (verb)	0x9ac0x9cd0x9af0x9ac0x9b80x9cd0x9a50x9be 0x9950x9f0,  0x9af0x9cb0x9970x9be0x9f0 0x9950x9f0
Prisoners of War	0x9af0x9c10x9a60x9cd0x9a7 0x9ac0x9a80x9cd0x9a60x9c0
Plan	0x9af0x9cb0x99c0x9a80x9be,  0x9aa0x9f00x9bf0x9950x9b20x9cd0x9aa0x9a80x9be,  0x9860x9810x99a0x9a80x9bf
Plan Oriented	0x9af0x9cb0x99c0x9a80x9be0x9ad0x9bf0x9ae0x9c10x9960x9c0
Plans	0x9aa0x9f00x9bf0x9950x9b20x9cd0x9aa0x9a80x9be,  0x9af0x9cb0x99c0x9a80x9be
Partnership Firm	0x9af0x9cc0x9a50x9b80x9cd0x9ac0x9be0x9f00x9cd0x9a5, 0x9af0x9c10x99f0x9c00x9df0x9be 0x9ac0x9cd0x9af0x9f10x9b80x9be0x9df 0x9aa0x9cd0x9f00x9a40x9bf0x9b70x9cd0x9a00x9be0x9a8
Passenger	0x9af0x9be0x9a40x9cd0x9f00x9c0
Passenger train	0x9af0x9be0x9a40x9cd0x9f00x9c00x9ac0x9be0x9b90x9c0 0x9f00x9c70x9b2
Passage	0x9aa0x9a5,  0x9af0x9be0x9a40x9cd0x9f00x9be
Perennial	0x9b80x9cd0x9a50x9be0x9df0x9c0,  0x9af0x9c10x9970x9ae0x9c00x9df0x9be,  0x9ac0x9be0x9f00x9ae0x9b90x9c00x9df0x9be
Permanent 	0x9b80x9cd0x9a50x9be0x9df0x9c0,  0x9af0x9c10x9970x9ae0x9c00x9df0x9be
Petition	0x9af0x9be0x99a0x9bf0x9950x9be,  0x9a60x9f00x9cd0x9960x9be0x9b80x9cd0x9a4,  0x9860x9ac0x9c70x9a60x9a8
Other ranks	0x9850x9a80x9cd0x9af 0x9b60x9cd0x9f00x9c70x9a30x9c00x995,  0x9af0x9cb0x9f10x9be0x9a8 (Mily)
Pair	0x9af0x9c10x9970x9cd0x9ae,  0x9af0x9cb0x9f0
Partnership	0x9850x9820x9b60x9c00x9a60x9be0x9df0x9bf0x9a40x9cd0x9ac,  0x9af0x9c10x99f0x9c00x9df0x9be 0x9ac0x9cd0x9af0x9f10x9b80x9be0x9df
Nomad	0x9af0x9be0x9af0x9be0x9ac0x9f0,  0x9850x9980x9f00x9c0
Motor Launch	0x9af0x9a80x9cd0x9a40x9cd0x9f0 0x9a80x9be0x9810x993,  0x9ae0x9cb0x99f0x9f0 0x9b20x9be0x99e0x9cd0x99a
Minister for War	0x9af0x9c10x9a60x9cd0x9a7 0x9ae0x9a80x9cd0x9a40x9cd0x9f00x9c0
Means	0x9890x9aa0x9be0x9df,  0x9af0x9cb0x9a40x9cd0x9f0
Mechanic	0x9af0x9be0x9a80x9cd0x9a40x9cd0x9f00x9bf0x995,  0x9af0x9a80x9cd0x9a40x9cd0x9f00x9c0
Mechanical Engineer	0x9af0x9be0x9a80x9cd0x9a40x9cd0x9f00x9bf0x995 0x9850x9ad0x9bf0x9af0x9a80x9cd0x9a40x9be
Luggage	0x9af0x9be0x9a40x9cd0x9f00x9c00x9f0 0x9b80x9be0x9ae0x9970x9cd0x9f00x9c0,  0x9ae0x9be0x9b2 0x9ac0x9b80x9cd0x9a40x9c1
Joint	0x9b80x9820x9af0x9c10x9950x9cd0x9a4,  0x9af0x9c10x99f0x9c00x9af0x9be,  0x9b80x9a80x9cd0x9a70x9bf,  0x9af0x9cb0x9f00x9be
Joint Committee	0x9b80x9820x9af0x9c10x9950x9cd0x9a4 0x9b80x9ae0x9bf0x9a40x9bf,  0x9af0x9c10x99f0x9c00x9af0x9be 0x9b80x9ae0x9bf0x9a40x9bf
Joint responsibility	0x9af0x9c10x99f0x9c00x9df0x9be 0x9a60x9be0x9df0x9bf0x9a40x9cd0x9ac
Journey	0x9af0x9be0x9a40x9cd0x9f00x9be
Tuberculosis Hospital	0x9af0x9950x9cd0x9b70x9cd0x9ae0x9be 0x99a0x9bf0x9950x9bf0x9ce0x9b80x9be0x9b20x9df
Attach	0x9b80x9820x9b20x9970x9cd0x9a8 0x9950x9f0,  0x9af0x9cb0x99c0x9a80x9be 0x9950x9f00x9cd‌,  0x9860x9b80x9950x9cd0x9a4
Attempt	0x9af0x9a40x9cd0x9a8,  0x99a0x9c70x9b70x9cd0x99f0x9be
Argument	0x9af0x9c10x9950x9cd0x9a40x9bf,  0x9a40x9f00x9cd0x995
Armistice	0x9af0x9c10x9a60x9cd0x9a70x9ac0x9bf0x9f00x9a40x9bf
Arrange (verb)	0x9ac0x9a80x9cd0x9a60x9f10x9b80x9cd0x9a4 0x9950x9f00x9be,  0x9ac0x9bf0x9a80x9cd0x9af0x9be0x9b8 0x9950x9f00x9be,  0x9af0x9cb0x9970x9be0x9a8 0x9950x9f00x9cd‌
Articles of war	0x9af0x9c10x9a60x9cd0x9a7 0x9a80x9bf0x9df0x9ae,  0x9b80x9c70x9a80x9be-0x9a80x9bf0x9df0x9ae,  0x9b80x9c70x9a80x9be-0x9b80x9820x9950x9cd0x9f00x9be0x9a80x9cd0x9a4 0x9a80x9bf0x9df0x9ae-0x9ac0x9bf0x9a70x9bf
War Allowance	0x9af0x9c10x9a60x9cd0x9a7 0x9ad0x9be0x9a40x9cd0x9a40x9be
Double bracket	0x9af0x9c10x99f0x9c00x9df0x9be 0x9ac0x9a80x9cd0x9a70x9a80x9c0
Dowry	0x9af0x9cc0x9a40x9c10x995
Tuberculosis Hospital	0x9af0x9950x9cd0x9b70x9be 0x99a0x9bf0x9950x9bf0x9a40x9cd0x9b80x9be0x9b20x9df
Garage	0x9af0x9be0x9a80x9b60x9be0x9b20x9be,  0x9970x9c70x9f00x9c70x99c
Youthful offender	0x9af0x9c10x9f1 0x9850x9aa0x9f00x9be0x9a70x9c0
Fact 	0x9a40x9a50x9cd0x9af ,  0x9af0x9a50x9be0x9f00x9cd0x9a5 0x9980x99f0x9a80x9be
Fitness	0x9b80x9c10x9b80x9cd0x9a50x9a40x9be ,  0x9af0x9cb0x9970x9cd0x9af0x9a40x9be
Formal	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf,  0x9860x9a80x9c10x9b70x9cd0x9a00x9be0x9a80x9bf0x995
Formal enquiry	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf 0x9a40x9a60x9a80x9cd0x9a4
Formal order	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf 0x9860x9a60x9c70x9b6
Fact 	0x9a40x9a50x9cd0x9af ,  0x9af0x9a50x9be0x9f00x9cd0x9a5 0x9980x99f0x9a80x9be
Fitness	0x9b80x9c10x9b80x9cd0x9a50x9a40x9be ,  0x9af0x9cb0x9970x9cd0x9af0x9a40x9be
Formal	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf,  0x9860x9a80x9c10x9b70x9cd0x9a00x9be0x9a80x9bf0x995
Formal enquiry	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf 0x9a40x9a60x9a80x9cd0x9a4
Formal order	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf 0x9860x9a60x9c70x9b6
Eligble	0x9af0x9cb0x9970x9cd0x9af, ,  0x9aa0x9be0x9a40x9cd0x9f0
Eligblity	0x9af0x9cb0x9970x9cd0x9af0x9a40x9be, ,  0x9aa0x9be0x9a40x9cd0x9f00x9a40x9be
Engine	0x9af0x9a80x9cd0x9a40x9cd0x9f0 0x9ac0x9bf0x9b60x9c70x9b7, ,  0x9870x99e0x9cd0x99c0x9bf0x9a8
Barge	0x9af0x9c10x9a60x9cd0x9a70x9f0 0x9a80x9be0x993,  0x99a'0x9f00x9be 0x9a80x9be0x993
Battle	0x9af0x9c10x9a60x9cd0x9a7,  0x9b80x9820x9970x9cd0x9f00x9be0x9ae
Battle Ship	0x9f00x9a30x9aa0x9cb0x9a4,  0x9af0x9c10x9a60x9cd0x9a7 0x99c0x9be0x9b90x9be0x99c
Double Bracket	0x9af0x9c10x99f0x9c00x9df0x9be 0x9ac0x9a80x9cd0x9a70x9a80x9c0
Care of	0x9ae0x9be0x9f00x9ab0x9a40x9cd, ,  0x9af0x9cb0x9970x9c7
Carriage	0x9ac0x9b90x9a80x9cd, ,  0x9ac0x9be0x9b90x9a80x9cd, ,  0x9af0x9be0x9a8
Cater	0x9aa0x9f00x9bf0x9f10x9c70x9b60x9a8 0x9950x9f00x9be, ,  0x9af0x9cb0x9970x9cd0x9af
Cease Fire	0x9af0x9c10x9a60x9cd0x9a70x9ac0x9bf0x9f00x9a40x9bf, ,  0x9850x9b80x9cd0x9a40x9cd0x9f00x9b80x9ae0x9cd0x9ac0x9f00x9a3
Conveyance allowance	0x9af0x9be0x9a80x9ac0x9be0x9b90x9a8 0x9850x9a70x9bf0x9a60x9c70x9df 0x9ac0x9be 0x9ad0x9be0x9a40x9cd0x9a40x9be
Couple	0x9af0x9c10x9970x9cd0x9ae0x9cd, ,  0x9a60x9ae0x9cd0x9aa0x9a40x9cd0x9a40x9bf
Crossing of efficiency Bar	0x9af0x9cb0x9970x9cd0x9af0x9a40x9be-0x9b80x9c00x9ae0x9cb0x9a40x9cd0x9a40x9f00x9a3
addend	0x9af0x9cb0x99c0x9cd0x9af
addition	0x9af0x9cb0x997
addition reaction	0x9af0x9cb0x9970x9be0x9a40x9cd0x9ae0x995 0x9ac0x9bf0x9950x9cd0x9f00x9bf0x9df0x9be
additive compound	0x9af0x9cb0x9970x9be0x9a40x9cd0x9ae0x995 0x9af0x9cc0x997
additive function	0x9af0x9cb0x99c0x9cd0x9af 0x9ab0x9b20x9a8
additive property	0x9af0x9cb0x9970x9be0x9a40x9cd0x9ae0x995 0x9a70x9f00x9cd0x9ae
associated production	0x9860x9a80x9c10x9b70x9820x9970x9bf0x995 0x9890x9ce0x9aa0x9be0x9a60x9a8,  0x9af0x9cc0x9a5 0x9890x9ce0x9aa0x9be0x9a60x9a8
augened	0x9af0x9cb0x99c0x995
bimirror	0x9a60x9f00x9cd0x9aa0x9a30x9af0x9c10x9970x9b2,  0x9af0x9c10x9970x9b2 0x9a60x9be0x9aa0x9cb0x9a8
binary star	0x9af0x9c10x9970x9cd0x9ae 0x9a80x9950x9cd0x9b70x9a40x9cd0x9b0
chance causes	0x9850x9a80x9bf0x9df0x9ae0x9bf0x9a4 0x9950x9be0x9f00x9a3,  0x9af0x9be0x9a60x9c10x99a0x9cd0x99b0x9bf0x995 0x9950x9be0x9f00x9a3
Chile nitrate	0x9af0x9960x9be0x9f0
complex salt	0x99c0x99f0x9bf0x9b2 0x9b20x9f10x9a3,  0x9af0x9c10x9970x9cd0x9ae 0x9b20x9f10x9a3
composite number	0x9af0x9cc0x9970x9bf0x995 0x9b80x9820x9960x9cd0x9af0x9be
compound event	0x9af0x9cc0x9970x9bf0x995 0x9980x99f0x9a80x9be
compound microscope	0x9af0x9cc0x9970x9bf0x995 0x9850x9a80x9c10x9ac0x9c00x9950x9cd0x9b70x9a3
compound pendulum	0x9af0x9cc0x9970x9bf0x995 0x9a60x9cb0x9b20x995
compound shore line	0x9ae0x9bf0x9b60x9cd0x9f0 0x9a40x99f 0x9f00x9c70x9960x9be,  0x9af0x9cc0x9970x9bf0x995 0x9a40x99f 0x9f00x9c70x9960x9be
conjunction	0x9af0x9cb0x99c0x9a8
couple	0x9ac0x9b20x9af0x9c10x9970x9cd0x9ae,  0x9af0x9c10x9970x9cd0x9ae0x995,  0x9af0x9c10x9970x9cd0x9ae0x9bf0x9950x9be
coupling	0x9af0x9c10x9970x9cd0x9ae0x9a8,  0x9b80x9820x9ac0x9a80x9cd0x9a70x9a8
derived units	0x9af0x9cc0x9970x9bf0x995 0x98f0x9950x995
device	0x9860x9b90x9bf0x9b20x9be,  0x9af0x9a40x9a8
electronic theory of valency	0x9af0x9cb0x99c0x9cd0x9af0x9a40x9be0x9f0 0x9870x9b20x9c70x9950x99f0x9cd0x9b00x9a80x9c00x9df 0x9a40x9a40x9cd0x9ac
even function	0x9af0x9c10x9970x9cd0x9ae 0x9ab0x9b20x9a8
exact equation	0x9af0x9a50x9be0x9f00x9cd0x9a5 0x9b80x9ae0x9c00x9950x9f00x9a3
Feeder	0x9af0x9cb0x9970x9a80x9c00x9df0x9be,  0x9ab0x9bf0x9a10x9be0x9f0
instrumentation	0x9af0x9a80x9cd0x9a40x9cd0x9f00x9c00x9950x9f00x9a3
isthmus	0x9af0x9cb0x9a80x995
joint distribution	0x9af0x9c10x9950x9cd0x9a4 0x9ac0x9a30x9cd0x99f0x9a8
machine	0x9af0x9a80x9cd0x9a40x9cd0x9f0
machine language	0x9af0x9be0x9a80x9cd0x9a40x9cd0x9f00x9bf0x995 0x9ad0x9be0x9b70x9be
magic number	0x9af0x9be0x9a60x9c1 0x9b80x9820x9960x9cd0x9af0x9be
mechanical equivalent of heat	0x9af0x9be0x9a80x9cd0x9a40x9cd0x9f00x9bf0x995 0x9a40x9c10x9b20x9cd0x9af0x9be0x9820x995 (0x9a40x9be0x9aa0x9f0)
pair annihilation	0x9af0x9c10x9970x9cd0x9ae 0x9ac0x9bf0x9a80x9be0x9b6
pairing energy	0x9af0x9c10x9970x9cd0x9ae0x9a8 0x9b60x9950x9cd0x9a40x9bf
pair production	0x9af0x9c10x9970x9cd0x9ae 0x9890x9ce0x9aa0x9be0x9a60x9a8
summation sign	0x9af0x9cb0x997 0x9aa0x9cd0x9f00x9a40x9c00x995
erotogenic	0x9af0x9cc0x9a8 0x9890x9a40x9cd0x9a40x9c70x99c0x995
Gynandrous	0x9af0x9c10x9950x9cd0x9a40x9b80x9cd0x9a40x9f10x995
hepatic caecum	0x9af0x9950x9c30x9a40x9c00x9df 0x9850x9a80x9cd0x9a7 0x9a80x9be0x9b2
hepatic portal system	0x9af0x9950x9c30x9ce 0x9a80x9bf0x9ac0x9be0x9b90x9bf0x9950x9be 0x9890x9aa0x9a40x9a80x9cd0x9a40x9cd0x9f0
hepatic sinus	0x9af0x9950x9c30x9ce 0x9b80x9bf0x9f00x9be0x9a80x9b2
hepatitis	0x9af0x9950x9c30x9a60x9cd0x9a60x9b90x9be,  0x9860x9970x9ae0x9990x9b90x9c10x9f10x9be
hepatocyte	0x9af0x9950x9c30x9ce0x9950x9cb0x9b70x9bf0x9950x9be
hepatoma	0x9af0x9950x9c30x9ce 0x9850x9f00x9cd0x9ac0x9c10x9a6
hepatotoxic	0x9af0x9950x9c30x9a60x9ac0x9bf0x9b70x995
zyglon	0x9970x9a30x9cd0x9a10x9b80x9cd0x9a50x9bf0x9950x9be,  0x9af0x9c10x9970x9cd0x9ae0x9c00x9a80x9be
zygophyliacae	0x9af0x9c10x9970x9cd0x9ae0x9aa0x9a40x9cd0x9f00x9950x9c00x9a3,  0x9af0x9c10x9970x9cd0x9ae0x9b60x9c70x9f10x9be0x9b20x9be
zygote	0x9af0x9cb0x99c0x9a8 0x9950x9cb0x9b7
zygote nucleus	0x9af0x9cb0x99c0x9a8 0x9950x9cb0x9b70x9950x9c70x9a80x9cd0x9a60x9cd0x9f0
zygotic sterility	0x9af0x9cb0x99c0x9a8 0x9ac0x9a80x9cd0x9a70x9cd0x9af0x9be0x9a40x9cd0x9ac
arbitrary	0x9b80x9cd0x9ac0x9c70x99a0x9cd0x99b0x9be,  0x9af0x9be0x9a60x9c30x99a0x9cd0x99b0x9bf0x995
binary	0x9af0x9c10x9970x9cd0x9ae0x9a40x9f00x9be,  0x9a60x9cd0x9ac0x9bf0x9850x9820x9970x9c0,  0x9a60x9cd0x9ac0x9bf-0x9860x9a70x9be0x9f00x9c0
Zygocytroid	0x9af0x9c10x9970x9cd0x9ae0x9ac0x9950x9cd0x9f00x9bf0x9a4
Writer	0x9b20x9c70x9960x995
Written statement	0x9b20x9bf0x9960x9bf0x9a4 0x9ac0x9bf0x9ac0x9c30x9a40x9bf,  0x99c0x9ac0x9be0x9ac
Violation	0x9850x9ad0x9bf0x9950x9cd0x9f00x9ae0x9a3,  0x9b20x9820x9980x9a8,  0x9890x9b20x9820x9980x9be0x9950x9f00x9a3
Vertical surface	0x9b20x9ae0x9cd0x9ac 0x9890x9aa0x9f00x9bf0x9ad0x9be0x997
Transaction	0x9b20x9c70x9a80x9a60x9c70x9a8,  0x9b80x9820x9ac0x9cd0x9af0x9f10x9b90x9be0x9f0,  0x9860x9a60x9be0x9a8 0x9aa0x9cd0x9f00x9a60x9be0x9a8
Tampering	0x9b20x9f00x99a0x9f0 0x9950x9f00x9be,  (0x9970x9cb0x9aa0x9a80x9c7) 0x9b90x9b80x9cd0x9a40x9950x9cd0x9b70x9c70x9aa 0x9950x9f00x9be
Target	0x9b20x9950x9cd0x9b70x9cd0x9af
Target Practice	0x9b20x9950x9cd0x9b70x9cd0x9af0x9ad0x9c70x9a6 0x9b60x9bf0x9950x9cd0x9b70x9be
Temporal	0x9b20x9cc0x9950x9bf0x995
Symptom	0x9b20x9950x9cd0x9b70x9a3
Symptomatic	0x9b20x9be0x9950x9cd0x9b70x9a30x9bf0x995
Stationery Articles	0x9b20x9c70x9960x9a8 0x9b80x9be0x9ae0x9970x9cd0x9b00x9c0 0x9860x9a60x9bf
Stationery Forms	0x9b20x9c70x9960x9a8 0x9aa0x9cd0x9b0-0x9aa0x9a40x9cd0x9b0,  0x9ab0x9be0x9f00x9ae,  0x9ab0x9f00x9cd0x9ae
Stationery Section	0x9b20x9c70x9960x9a8 0x9b80x9be0x9ae0x9970x9cd0x9b00x9c0  0x9890x9aa0x9b60x9be0x9960x9be
Steel Control	0x9b20x9cc0x9b9 0x9a80x9bf0x9df0x9a80x9cd0x9a40x9cd0x9b00x9a3
Small Causes Court	0x9b20x9980x9c10x9ac0x9be0x9a6 0x9a80x9cd0x9af0x9be0x9df0x9be0x9b20x9df
Speculation	0x99c0x9b20x9cd0x9aa0x9a80x9be-0x9950x9b20x9cd0x9aa0x9a80x9be,  0x99a0x9bf0x9a80x9cd0x9a40x9be,  0x9b20x9be0x9ad0x9f0 0x99a0x9bf0x9a80x9cd0x9a40x9be
Speculative	0x9b20x9be0x9ad0x9f0 0x99a0x9bf0x9a80x9cd0x9a40x9be 0x9aa0x9cd0x9f00x9b80x9c20x9a4
Series	0x9b20x9be0x9a80x9bf,  0x9b60x9cd0x9f00x9c70x9a30x9c0
Servant	0x9b80x9c70x9f10x995,  0x9ad0x9c30x9a40x9cd0x9af,  0x9b20x9970x9c10x9f10x9be
Quality	0x9970x9c10x9a3,  0x9b20x9950x9cd0x9b70x9a3 0x9b60x9cd0x9f00x9c70x9a30x9c0,  0x9ac0x9bf0x9b60x9c70x9b70x9a3
Queue	0x9b20x9be0x9a80x9bf 0x9aa0x9a40x9be,  0x9b20x9be0x9a80x9bf
Record attestation	0x9b20x9c70x9960x9be 0x9aa0x9cd0x9f00x9a40x9cd0x9af0x9be0x9df0x9a8,  0x9f00x9c70x9950x9f00x9cd0x9a1 0x9aa0x9cd0x9f00x9a40x9cd0x9af0x9be0x9df0x9a8,  0x9f00x9c70x9950x9f00x9cd0x9a1 0x98f0x99f0x9c70x9b70x9cd0x99f0x9c70x99a0x9a8
Public	0x99c0x9a80x9a40x9be,  0x9b20x9cb0x995,  0x9b80x9be0x9f00x9cd0x9ac0x99c0x9a80x9bf0x995,  0x9b60x9be0x9b80x9950x9c00x9df,  0x99a0x9f00x9950x9be0x9f00x9c0,  0x9f00x9be0x99c0x9b90x9c10x9f10x9be
Public Administration	0x9b20x9cb0x995 0x9aa0x9cd0x9f00x9b60x9be0x9b60x9a8
Public Document	0x9b20x9cb0x995 0x9b20x9c70x9960x9be
Public Finance	0x9b20x9cb0x995 0x9ac0x9bf0x9a40x9cd0x9a4,  0x99a0x9f00x9950x9be0x9f00x9c0 0x9ac0x9bf0x9a40x9cd0x9a4
Public instruction	0x9b20x9cb0x995 0x9b60x9bf0x9950x9cd0x9b70x9a3
Public Prosecutor	0x9b20x9cb0x995 0x9850x9ad0x9bf0x9af0x9c10x9950x9cd0x9a40x9be,  0x9b60x9be0x9b80x9950x9c00x9df 0x9850x9ad0x9bf0x9af0x9cb0x9950x9cd0x9a40x9be
Public service	0x9f00x9be0x99c0x9b90x9c10x9f10x9be 0x9b80x9c70x9f10x9be,  0x9b20x9cb0x995 0x9b80x9c70x9f10x9be
Public service Commission	0x9b20x9cb0x995 0x9b80x9c70x9f10x9be 0x9860x9df0x9cb0x997
Profit	0x9b20x9be0x9ad,  0x9ae0x9c10x9a80x9be0x9ab0x9be
Profit and loss account	0x9b20x9be0x9ad 0x9860x9f00x9c1 0x9950x9cd0x9b70x9a40x9bf0x9f0 0x9b90x9bf0x99a0x9be0x9aa
Profiteer	0x9b20x9be0x9ad0x9960x9cb0x9f0,  0x9ae0x9c10x9a80x9be0x9ab0x9be0x9960x9cb0x9f0
Population	0x9b20x9cb0x9950x9b80x9820x9960x9cd0x9af0x9be
Popular Book	0x99c0x9a80x9aa0x9cd0x9b00x9bf0x9df 0x9aa0x9c10x9a50x9bf,  0x9b20x9cb0x9950x9ac0x9cb0x9a70x9cd0x9af-0x9aa0x9c10x9b80x9cd0x9a40x995,   0x9b80x9b90x99c 0x9950x9bf0x9a40x9be0x9aa
Popular Government	0x9b20x9cb0x9950x9be0x9df0x9a40x9cd0x9a4 0x9b60x9be0x9b80x9a8,  0x99c0x9a80x9aa0x9cd0x9b00x9bf0x9df 0x99a0x9f00x9950x9be0x9f0
Popular Usage	0x9b20x9cb0x9950x9be0x99a0x9be0x9f0
Portable	0x9b80x9820x9ac0x9be0x9b90x9cd0x9af,   0x9b80x9c10x9ac0x9be0x9b90x9cd0x9af,  0x9b20x9980x9c1
Pilferage	0x9b20x9be0x9aa0x9bf-0x9b20x9c10x9aa0x9be 0x99a0x9c10x9f00x9bf
Plaster	0x9aa0x9cd0x9f00x9b20x9c70x9aa,  0x9b20x9c70x9aa0x9be
Plastering	0x9aa0x9cd0x9f00x9b20x9c70x9aa0x9a8 ,  0x9b20x9c70x9aa0x9be
Please find herewith a copy	0x9b20x9970x9a40x9c7 0x98f0x99f0x9be 0x9aa0x9cd0x9f00x9a40x9bf0x9b20x9bf0x9aa0x9bf 0x9a60x9bf0x9df0x9be 0x9b90x9c80x99b0x9c7
Over ride (Law)	0x9b20x9820x9980x9a8 0x9950x9f0
Pachwai	0x99a0x9c10x9b20x9be0x987 0x9950x9f00x9a3,  0x9860x9f10x9b80x9a8 ,  0x9aa0x99a0x9cb0x9f10x9be0x987,  0x9ae0x9a70x9c1,  0x9b20x9be0x9930x9aa0x9be0x9a80x9c0
Noted	0x9850x9f10x9b90x9bf0x9a4,  0x9b20x9bf0x9960x9bf0x9a4,  0x9ac0x9bf0x9b60x9cd0x9f00x9c10x9a4
Notice (verb)	0x9850x9ac0x9b20x9cb0x9950x9a8 0x9950x9f0,  0x9b20x9950x9cd0x9b70x9cd0x9af 0x9950x9f0
Audit objection	0x9b20x9c70x9960x9be 0x9aa0x9f00x9c00x9950x9cd0x9b70x9950x9f0 0x9860x9aa0x9a40x9cd0x9a40x9bf,  0x9b90x9bf0x99a0x9be0x9aa 0x9aa0x9f00x9c00x9950x9cd0x9b70x9950x9f0 0x9860x9aa0x9a40x9cd0x9a40x9bf
Menial	0x9ad0x9c30x9a40x9cd0x9af,  0x9b20x9970x9c10x9f10x9be
